Paper,AMEND,Age,Area,Body Type,Cortisol Exercise Cleaning,Created time,Effect,Files & media,Fitness Cleaning,Funding Notes,Label,Last edited time,Meta Checked,NULL,Number of Participants,Participants Cortisol,Participants Inflammation,"Participants Muscle Damage ",Participants Muscle Soreness,Participants Oxidative Stress,Participants Pain,Participants Sleep Quality,Product,Related to Results (1) (Research Papers ),Related to Results (1) (Research Papers ) 1,Results,Sex,Source,Studies Cortisol,Studies Inflammation,Studies Muscle Damage,Studies Muscle Soreness,Studies Oxidative Stress,Studies Pain,Studies Sleep Quality,Supplement,TLDR,Trial Design,Trial Length,URL,Year,⭕ Confidence,💊 Supplements
https://pubmed.ncbi.nlm.nih.gov/20847017,No,,"Pain,Joint Function",,No,"August 3, 2023 2:46 AM",Decrease,,No,,"Pain,Joint Function","November 14, 2025 1:47 AM",Yes,No,10,0,0,0,0,0,10,0,,"The study found no significant effect of glucosamine, chondroitin, or their combination on reducing joint pain or the narrowing of joint space in osteoarthritis patients. (https://www.notion.so/The-study-found-no-significant-effect-of-glucosamine-chondroitin-or-their-combination-on-reducing--0644d5e9839c465b808fe82194fe69c7?pvs=21), The study found no significant effect of glucosamine, chondroitin, or their combination on reducing joint pain or the narrowing of joint space in osteoarthritis patients. (https://www.notion.so/The-study-found-no-significant-effect-of-glucosamine-chondroitin-or-their-combination-on-reducing--c23fcd755d794296b9fe7a2efe6900f8?pvs=21)","Untitled (https://www.notion.so/7e051d89a8704aa0b099d0fe000e6737?pvs=21), Untitled (https://www.notion.so/8ec9174668c14eb59f12d4c1a30f58a1?pvs=21)","The study found no significant effect of glucosamine, chondroitin, or their combination on reducing joint pain or the narrowing of joint space in osteoarthritis patients. (https://www.notion.so/The-study-found-no-significant-effect-of-glucosamine-chondroitin-or-their-combination-on-reducing--268e950e3534491eaca2831e6f794f28?pvs=21), The study found no significant effect of glucosamine, chondroitin, or their combination on reducing joint pain or the narrowing of joint space in osteoarthritis patients. (https://www.notion.so/The-study-found-no-significant-effect-of-glucosamine-chondroitin-or-their-combination-on-reducing--46a660889af04118a39297fd97d4f399?pvs=21)",n/a,"Osteoarthritis Symptoms, Pain",0,0,0,0,0,1,0,Glucosamine,"Glucosamine, chondroitin, or a mix of both, doesn't really help reduce joint pain or slow down joint disease in people with hip or knee osteoarthritis. This is true even if the studies are paid for by the companies that make these products.",Meta-analysis,n/a,https://pubmed.ncbi.nlm.nih.gov/20847017,2010,"🎓,🎓",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/15501201,No,"65+, 45-64","Joint Function,Pain",,No,"August 3, 2023 2:48 AM",None,,No,,"Joint Function,Pain","November 14, 2025 1:46 AM",No,No,205,0,0,0,0,0,205,0,,"The study found no statistically significant improvement in pain, stiffness, physical function, overall score, and analgesic use among those who took glucosamine compared to the placebo. (https://www.notion.so/The-study-found-no-statistically-significant-improvement-in-pain-stiffness-physical-function-over-cf11ae2d4c5e41ceb5983471fb705011?pvs=21), Our results suggest that although glucosamine appears to be safe, it is no more effective than placebo in treating the symptoms of knee osteoarthritis. (https://www.notion.so/Our-results-suggest-that-although-glucosamine-appears-to-be-safe-it-is-no-more-effective-than-place-8ed3333ff88142f185eb360ee40903a4?pvs=21)",Untitled (https://www.notion.so/e3b8b74bf94a4b91a858a4c740be68cd?pvs=21),"Our results suggest that although glucosamine appears to be safe, it is no more effective than placebo in treating the symptoms of knee osteoarthritis. (https://www.notion.so/Our-results-suggest-that-although-glucosamine-appears-to-be-safe-it-is-no-more-effective-than-place-bf938a00d63e4e88a035dc7065902600?pvs=21), The study found no statistically significant improvement in pain, stiffness, physical function, overall score, and analgesic use among those who took glucosamine compared to the placebo. (https://www.notion.so/The-study-found-no-statistically-significant-improvement-in-pain-stiffness-physical-function-over-40986c4b389a4bef868711e196ecf181?pvs=21)",Both sexes,"Osteoarthritis Symptoms, Pain",0,0,0,0,0,1,0,Glucosamine," The study found that for people aged 45 or older with knee osteoarthritis, taking glucosamine does not help reduce pain, stiffness or improve physical function more than a placebo. No adverse effects were observed.",Double-blind,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/15501201,2004,"✅,✅",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/17599746,No,,"Joint Function,Joint Function,Pain,Pain",,No,"August 3, 2023 2:50 AM",Decrease,,No,,"Joint Function,Joint Function,Pain,Pain","November 14, 2025 1:46 AM",Yes,No,15,0,0,0,0,0,15,0,,"Glucosamine hydrochloride showed a lower effect size of 0.06, suggesting it's not effective in alleviating pain symptoms, (https://www.notion.so/Glucosamine-hydrochloride-showed-a-lower-effect-size-of-0-06-suggesting-it-s-not-effective-in-allev-5de63ff36ec24f4bac9df57c71bd60b1?pvs=21), glucosamine sulfate had a higher effect size of 0.44, indicating a better efficacy. the results should be interpreted with caution due to potential biases and differences in trial designs. (https://www.notion.so/glucosamine-sulfate-had-a-higher-effect-size-of-0-44-indicating-a-better-efficacy-the-results-shou-ad023f67322b46c980014b8b81644273?pvs=21), glucosamine sulfate had a higher effect size of 0.44, indicating a better efficacy. the results should be interpreted with caution due to potential biases and differences in trial designs. (https://www.notion.so/glucosamine-sulfate-had-a-higher-effect-size-of-0-44-indicating-a-better-efficacy-the-results-shou-4574577c75944407870a2aa49e496e6b?pvs=21), Glucosamine hydrochloride showed a lower effect size of 0.06, suggesting it's not effective in alleviating pain symptoms, (https://www.notion.so/Glucosamine-hydrochloride-showed-a-lower-effect-size-of-0-06-suggesting-it-s-not-effective-in-allev-2035e81b660241f49cba33cc25781890?pvs=21)","Untitled (https://www.notion.so/428bc5840ec64049b56dbc83a4380f62?pvs=21), Untitled (https://www.notion.so/888c71f7779042e1ac72a585e8d1b925?pvs=21)","Glucosamine hydrochloride showed a lower effect size of 0.06, suggesting it's not effective in alleviating pain symptoms, (https://www.notion.so/Glucosamine-hydrochloride-showed-a-lower-effect-size-of-0-06-suggesting-it-s-not-effective-in-allev-014dfcf557e94740aa34d38a758a1ea9?pvs=21), glucosamine sulfate had a higher effect size of 0.44, indicating a better efficacy. the results should be interpreted with caution due to potential biases and differences in trial designs. (https://www.notion.so/glucosamine-sulfate-had-a-higher-effect-size-of-0-44-indicating-a-better-efficacy-the-results-shou-e000854d7be34dd1a1ea3d34ff7aec83?pvs=21), glucosamine sulfate had a higher effect size of 0.44, indicating a better efficacy. the results should be interpreted with caution due to potential biases and differences in trial designs. (https://www.notion.so/glucosamine-sulfate-had-a-higher-effect-size-of-0-44-indicating-a-better-efficacy-the-results-shou-85aacd60bfcf462fa16788fe02f0ab89?pvs=21), Glucosamine hydrochloride showed a lower effect size of 0.06, suggesting it's not effective in alleviating pain symptoms, (https://www.notion.so/Glucosamine-hydrochloride-showed-a-lower-effect-size-of-0-06-suggesting-it-s-not-effective-in-allev-f40cfced1e6b44aca9530f7bee62944c?pvs=21)",n/a,"Osteoarthritis Symptoms, Pain",0,0,0,0,0,1,0,Glucosamine,"The study looked at trials using different types of glucosamine to treat arthritis pain. They found that glucosamine sulfate, particularly a brand called Rottapharm, was effective, but glucosamine hydrochloride didn't really help.",Meta-analysis,n/a,https://pubmed.ncbi.nlm.nih.gov/17599746,2007,"🎓,🎓,🎓,🎓",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/11548224,No,,"Joint Function,Pain,Inflammation",,No,"August 3, 2023 2:52 AM",Decrease,,No,,"Joint Function,Pain,Inflammation","November 14, 2025 1:46 AM",No,No,252,0,252,0,0,0,252,0,,"Glucosamine sulfate is a drug used for the treatment of osteoarthritis (OA), based on its pharmacological and metabolic activities on the cartilage and chondrocytes, complemented by mild anti-inflammatory properties and a favorable pharmacokinetic  (https://www.notion.so/Glucosamine-sulfate-is-a-drug-used-for-the-treatment-of-osteoarthritis-OA-based-on-its-pharmacolo-23ff3239de6a417a869b7899ae5a8e58?pvs=21), Patients with knee arthritis who took glucosamine sulfate pills three times a day for a month had less pain and more responded to treatment compared to those who took placebo pills.  (https://www.notion.so/Patients-with-knee-arthritis-who-took-glucosamine-sulfate-pills-three-times-a-day-for-a-month-had-le-39e533d377004e8482da61d170ac7d14?pvs=21), Patients with knee arthritis who took glucosamine sulfate pills three times a day for a month had less pain and more responded to treatment compared to those who took placebo pills.  (https://www.notion.so/Patients-with-knee-arthritis-who-took-glucosamine-sulfate-pills-three-times-a-day-for-a-month-had-le-4ebbc4f689b242f1b125091fc7021dc3?pvs=21)","Untitled (https://www.notion.so/429e11fdc09e4163b30a07489a6ced4b?pvs=21), Untitled (https://www.notion.so/cbb48e9bb1994b89a80043cab7e41165?pvs=21), Untitled (https://www.notion.so/ce69fc2a14c34bb88a978c9bc5609b4e?pvs=21)","Patients with knee arthritis who took glucosamine sulfate pills three times a day for a month had less pain and more responded to treatment compared to those who took placebo pills.  (https://www.notion.so/Patients-with-knee-arthritis-who-took-glucosamine-sulfate-pills-three-times-a-day-for-a-month-had-le-6b25abbfe7b64d8a8b3c572b88a852c0?pvs=21), Patients with knee arthritis who took glucosamine sulfate pills three times a day for a month had less pain and more responded to treatment compared to those who took placebo pills.  (https://www.notion.so/Patients-with-knee-arthritis-who-took-glucosamine-sulfate-pills-three-times-a-day-for-a-month-had-le-6c2210ec2fa84f94b40be7df355c4231?pvs=21), Glucosamine sulfate is a drug used for the treatment of osteoarthritis (OA), based on its pharmacological and metabolic activities on the cartilage and chondrocytes, complemented by mild anti-inflammatory properties and a favorable pharmacokinetic  (https://www.notion.so/Glucosamine-sulfate-is-a-drug-used-for-the-treatment-of-osteoarthritis-OA-based-on-its-pharmacolo-3075a10079964d59ae66e92bb019d588?pvs=21)",n/a,Pain,0,1,0,0,0,1,0,Glucosamine,Patients with knee arthritis who took glucosamine sulfate pills three times a day for a month had less pain and more responded to treatment compared to those who took placebo pills. The medicine was also safe with no notable side effects.,Double-blind,n/a,https://pubmed.ncbi.nlm.nih.gov/11548224,1994,"✅,✅,🚩",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/17265490,No,45-64,"Joint Function,Pain,Inflammation",Overweight,No,"August 3, 2023 2:54 AM",Decrease,,No,,"Joint Function,Pain,Inflammation","November 14, 2025 1:45 AM",No,No,318,0,318,0,0,0,318,0,,"Glucosamine sulfate, administered orally at a dosage of 1,500 mg daily, led to an improved Lequesne index score, indicating more effective treatment of knee osteoarthritis (OA) symptoms than the placebo.  (https://www.notion.so/Glucosamine-sulfate-administered-orally-at-a-dosage-of-1-500-mg-daily-led-to-an-improved-Lequesne--2b51d9bbac6d47788e19da01826c0501?pvs=21), While the study does not explicitly mention inflammation, osteoarthritis is a condition characterized by inflammation of the joints. The improvement in symptoms with glucosamine sulfate may suggest an effect on inflammation, but this is not explicitly stated in the abstract. (https://www.notion.so/While-the-study-does-not-explicitly-mention-inflammation-osteoarthritis-is-a-condition-characterize-5fe8711c6a0b424e8fad3b560ed0aecd?pvs=21), The study also assesses pain as part of the Lequesne index and the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC). The results showed that glucosamine sulfate was more effective than placebo in reducing pain scores. (https://www.notion.so/The-study-also-assesses-pain-as-part-of-the-Lequesne-index-and-the-Western-Ontario-and-McMaster-Univ-73d17e9934d4409ebb5be63f60ae4f2c?pvs=21)","Untitled (https://www.notion.so/119fc59f02d145a89006414ea4591d6c?pvs=21), Untitled (https://www.notion.so/9194f3f0846f4f649478c2131417c4d9?pvs=21)","Glucosamine sulfate, administered orally at a dosage of 1,500 mg daily, led to an improved Lequesne index score, indicating more effective treatment of knee osteoarthritis (OA) symptoms than the placebo.  (https://www.notion.so/Glucosamine-sulfate-administered-orally-at-a-dosage-of-1-500-mg-daily-led-to-an-improved-Lequesne--4067409d23694c0e8edd4548a31dfa0c?pvs=21), The study also assesses pain as part of the Lequesne index and the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC). The results showed that glucosamine sulfate was more effective than placebo in reducing pain scores. (https://www.notion.so/The-study-also-assesses-pain-as-part-of-the-Lequesne-index-and-the-Western-Ontario-and-McMaster-Univ-d631fe0c333d439c931d1d4e556bb976?pvs=21), While the study does not explicitly mention inflammation, osteoarthritis is a condition characterized by inflammation of the joints. The improvement in symptoms with glucosamine sulfate may suggest an effect on inflammation, but this is not explicitly stated in the abstract. (https://www.notion.so/While-the-study-does-not-explicitly-mention-inflammation-osteoarthritis-is-a-condition-characterize-2e69496a053640c0a7ed65e3a06eb5fd?pvs=21)",Both sexes,"Osteoarthritis Symptoms, Pain",0,1,0,0,0,1,0,Glucosamine,"This study shows that taking 1,500 mg of glucosamine sulfate every day helps improve symptoms in people with knee osteoarthritis better than a placebo pill. Although more people responded to the acetaminophen treatment than the placebo, it didn't significantly improve the measured scores related to pain and function.",Double-blind,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/17265490,2007,"✅,✅,🚩",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/12860572,No,,"Joint Function,Pain,Inflammation",,No,"August 3, 2023 2:57 AM",Decrease,,No,,"Joint Function,Pain,Inflammation","November 14, 2025 1:45 AM",Yes,No,15,0,15,0,0,0,15,0,,"While the study does not explicitly mention inflammation, osteoarthritis is a condition often associated with inflammation. The efficacy of glucosamine and chondroitin on osteoarthritis might suggest an impact on inflammation, but this is uncertain without explicit mention in the study. (https://www.notion.so/While-the-study-does-not-explicitly-mention-inflammation-osteoarthritis-is-a-condition-often-associ-2bdb17c5ff8b4d5a9265ded42c834bb8?pvs=21), People with knee osteoarthritis were given glucosamine and chondroitin to swallow. The study found that glucosamine helped with all measured factors including making the space in the joint smaller and improving the pain and function scores.  (https://www.notion.so/People-with-knee-osteoarthritis-were-given-glucosamine-and-chondroitin-to-swallow-The-study-found-t-1cc1f7bc23334f1c9fa106c20ca9445e?pvs=21), People with knee osteoarthritis were given glucosamine and chondroitin to swallow. The study found that glucosamine helped with all measured factors including making the space in the joint smaller and improving the pain and function scores.  (https://www.notion.so/People-with-knee-osteoarthritis-were-given-glucosamine-and-chondroitin-to-swallow-The-study-found-t-660eff1a879a43fd9e6b00f900335614?pvs=21)",Untitled (https://www.notion.so/263702897e124c929281a1b62f041037?pvs=21),"People with knee osteoarthritis were given glucosamine and chondroitin to swallow. The study found that glucosamine helped with all measured factors including making the space in the joint smaller and improving the pain and function scores.  (https://www.notion.so/People-with-knee-osteoarthritis-were-given-glucosamine-and-chondroitin-to-swallow-The-study-found-t-f26056b68efe4b678cae5d2b0ea89e3c?pvs=21), People with knee osteoarthritis were given glucosamine and chondroitin to swallow. The study found that glucosamine helped with all measured factors including making the space in the joint smaller and improving the pain and function scores.  (https://www.notion.so/People-with-knee-osteoarthritis-were-given-glucosamine-and-chondroitin-to-swallow-The-study-found-t-d28de5c6a09e431086841faa064613a5?pvs=21), While the study does not explicitly mention inflammation, osteoarthritis is a condition often associated with inflammation. The efficacy of glucosamine and chondroitin on osteoarthritis might suggest an impact on inflammation, but this is uncertain without explicit mention in the study. (https://www.notion.so/While-the-study-does-not-explicitly-mention-inflammation-osteoarthritis-is-a-condition-often-associ-3bcb2b8ded55439c85ab90c7b25a9c89?pvs=21)",n/a,"Osteoarthritis Symptoms, Pain",0,1,0,0,0,1,0,Glucosamine,"People with knee osteoarthritis were given glucosamine and chondroitin to swallow. The study found that glucosamine helped with all measured factors including making the space in the joint smaller and improving the pain and function scores. Chondroitin also helped by improving pain scores, movement, and the response to treatment. There were no harmful effects from taking either of the compounds.","Meta-analysis ",n/a,https://pubmed.ncbi.nlm.nih.gov/12860572,2003,"🎓,🎓,🚩",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/19847319,No,45-64,"Joint Function,Joint Function",Healthy Weight,No,"August 3, 2023 3:06 AM",Decrease,,No,• Funded by InterHealth Research Center,"Joint Function,Joint Function","April 17, 2025 4:17 PM",No,No,52,0,0,0,0,0,0,0,,Undenatured type II collagen is significantly better than a combination of glucosamine and chondroitin for reducing knee pain and improving daily activities for people with knee osteoarthritis over 90 days. (https://www.notion.so/Undenatured-type-II-collagen-is-significantly-better-than-a-combination-of-glucosamine-and-chondroit-dc6ba64d21264030830035471fc5099a?pvs=21),"Untitled (https://www.notion.so/6b2499848a2848c1a40629f92eb6366a?pvs=21), Untitled (https://www.notion.so/dee73bdb13fc406587ffd97c8c7b210e?pvs=21)","Undenatured type II collagen is significantly better than a combination of glucosamine and chondroitin for reducing knee pain and improving daily activities for people with knee osteoarthritis over 90 days. (https://www.notion.so/Undenatured-type-II-collagen-is-significantly-better-than-a-combination-of-glucosamine-and-chondroit-218f4b77ac76459188ee272712ab6710?pvs=21), Undenatured type II collagen is significantly better than a combination of glucosamine and chondroitin for reducing knee pain and improving daily activities for people with knee osteoarthritis over 90 days. (https://www.notion.so/Undenatured-type-II-collagen-is-significantly-better-than-a-combination-of-glucosamine-and-chondroit-85059b548789415a8f7439a739be3cd1?pvs=21)",Both sexes,"Osteoarthritis Symptoms, Pain",0,0,0,0,0,0,0,Glucosamine,,Randomized controlled trial,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/19847319,,"🚩,🚩",Glucosamine (https://www.notion.so/Glucosamine-1d659c2aeec581cc97c6d7fe6574b7ff?pvs=21)
http://informahealthcare.com/doi/abs/10.1080/09637480802498820,No,"65+, 45-64","Pain,Joint Function",Overweight,No,"August 3, 2023 3:08 AM",Decrease,,No,"Funded by Colnatur, the producer of the collagen provided","Pain,Joint Function","November 14, 2025 2:16 AM",No,No,207,0,0,0,0,0,207,0,,"n patients with osteoarthritis given 10g hydrolyzed collagen over six months appeared to reduce pain assessed by VAS and WOMAC, although no other parameter on WOMAC (stiffness, function, or total score) was affected by treatment relative to placebo. (https://www.notion.so/n-patients-with-osteoarthritis-given-10g-hydrolyzed-collagen-over-six-months-appeared-to-reduce-pain-575b805f3c144b8ca32e3114dfbe46d3?pvs=21), n patients with osteoarthritis given 10g hydrolyzed collagen over six months appeared to reduce pain assessed by VAS and WOMAC, although no other parameter on WOMAC (stiffness, function, or total score) was affected by treatment relative to placebo. (https://www.notion.so/n-patients-with-osteoarthritis-given-10g-hydrolyzed-collagen-over-six-months-appeared-to-reduce-pain-7d98b39d1ae24f09b9a5cd9140566a0e?pvs=21)",Untitled (https://www.notion.so/1b2051e17b42400fac9f167bcb180d30?pvs=21),"n patients with osteoarthritis given 10g hydrolyzed collagen over six months appeared to reduce pain assessed by VAS and WOMAC, although no other parameter on WOMAC (stiffness, function, or total score) was affected by treatment relative to placebo. (https://www.notion.so/n-patients-with-osteoarthritis-given-10g-hydrolyzed-collagen-over-six-months-appeared-to-reduce-pain-c0f8668ad2ef4cd59b3959e852283750?pvs=21), n patients with osteoarthritis given 10g hydrolyzed collagen over six months appeared to reduce pain assessed by VAS and WOMAC, although no other parameter on WOMAC (stiffness, function, or total score) was affected by treatment relative to placebo. (https://www.notion.so/n-patients-with-osteoarthritis-given-10g-hydrolyzed-collagen-over-six-months-appeared-to-reduce-pain-2671df0c7bb04bee966f8cb61de81569?pvs=21)",Both sexes,"Osteoarthritis Symptoms, Pain",0,0,0,0,0,1,0,Type-II Collagen,,Double-blind,6+ Months,http://informahealthcare.com/doi/abs/10.1080/09637480802498820,2009,"✅,🚩",Type-II Collagen (https://www.notion.so/Type-II-Collagen-1d659c2aeec581f4ab83ca65ed5b4e45?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/24153020,No,45-64,"Joint Function,Pain",Overweight,No,"August 3, 2023 3:56 AM",None,,No,Grant from InterHealth Nutraceuticals with one author as consultant,"Joint Function,Pain","November 14, 2025 1:43 AM",No,No,46,0,0,0,0,0,46,0,,"aking a daily supplement of UC-II, a form of collagen from chicken sternum, significantly improved knee flexibility and increased the time before feeling joint discomfort during intense exercise in healthy individuals. (https://www.notion.so/aking-a-daily-supplement-of-UC-II-a-form-of-collagen-from-chicken-sternum-significantly-improved-k-1e6b7a7014124ea18851aa6760af0a31?pvs=21), The UC-II group was able to exercise longer before experiencing any initial joint discomfort at day 120 compared to baseline. At the conclusion of the study, five individuals in the UC-II cohort reported no pain during or after the stepmill protocol, compared to one subject in the placebo group. (https://www.notion.so/The-UC-II-group-was-able-to-exercise-longer-before-experiencing-any-initial-joint-discomfort-at-day--3e2621ca7ca148f5afd59a04f5b29527?pvs=21)",Untitled (https://www.notion.so/e9823324c30345039646b690d13ec1a0?pvs=21),"aking a daily supplement of UC-II, a form of collagen from chicken sternum, significantly improved knee flexibility and increased the time before feeling joint discomfort during intense exercise in healthy individuals. (https://www.notion.so/aking-a-daily-supplement-of-UC-II-a-form-of-collagen-from-chicken-sternum-significantly-improved-k-32971f7b34f94ed685a80351275b08e5?pvs=21), The UC-II group was able to exercise longer before experiencing any initial joint discomfort at day 120 compared to baseline. At the conclusion of the study, five individuals in the UC-II cohort reported no pain during or after the stepmill protocol, compared to one subject in the placebo group. (https://www.notion.so/The-UC-II-group-was-able-to-exercise-longer-before-experiencing-any-initial-joint-discomfort-at-day--f0655f0c2a7549dfb020168a01b62a3c?pvs=21)",Both sexes,Pain,0,0,0,0,0,1,0,Type-II Collagen,"Taking a daily supplement of UC-II, a form of collagen from chicken sternum, significantly improved knee flexibility and increased the time before feeling joint discomfort during intense exercise in healthy individuals. The supplement didn't cause any negative side effects.",Double-blind,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/24153020,2013,"✅,✅",Type-II Collagen (https://www.notion.so/Type-II-Collagen-1d659c2aeec581f4ab83ca65ed5b4e45?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/8378772,No,65+,"Joint Function,Pain,Inflammation",,No,"August 3, 2023 3:58 AM",Decrease,,No,,"Joint Function,Pain,Inflammation","November 14, 2025 1:43 AM",No,No,60,0,60,0,0,0,60,0,,"Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-50f5aee5b1734177a062fa3f03648af3?pvs=21), Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-e376e3709feb40ce97627ef87f6416dd?pvs=21), Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-29f8ab7bec624f56a70705f074855dc1?pvs=21)","Untitled (https://www.notion.so/125b40a464b140fb92aa3ef90e51519c?pvs=21), Untitled (https://www.notion.so/deb8d176fdc743d1a9bc7fd0fd96bc64?pvs=21)","Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-9c77f831944641ed81d025a5d0ac0088?pvs=21), Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-84c32bc0a78d444fadb9c44575fd1bf1?pvs=21), Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease.  (https://www.notion.so/Consuming-chicken-type-II-collagen-for-three-months-helped-reduce-swollen-and-tender-joints-in-sever-f77dcc49e9174f05a1b7efce153eb754?pvs=21)",Both sexes,"Pain, Rheumatoid Arthritis Symptoms",0,1,0,0,0,1,0,Type-II Collagen,"Consuming chicken type II collagen for three months helped reduce swollen and tender joints in severe rheumatoid arthritis patients. Some patients even completely got rid of their disease. However, this didn't work for those who took a placebo, and the good news is, no one experienced any side effects.",Double-blind,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/8378772,1993,"⭐,⭐,⭐",Type-II Collagen (https://www.notion.so/Type-II-Collagen-1d659c2aeec581f4ab83ca65ed5b4e45?pvs=21)
https://pubmed.ncbi.nlm.nih.gov/9485087,No,45-64,"Joint Function,Pain,Inflammation",,No,"August 3, 2023 4:00 AM",Decrease,,No,,"Joint Function,Pain,Inflammation","November 14, 2025 1:42 AM",No,No,228,0,228,0,0,0,228,0,,"Oral administration of 20 micrograms/day of cartilage-derived type II collagen (CII) showed a statistically significant increase in response rate in patients with rheumatoid arthritis (RA).  (https://www.notion.so/Oral-administration-of-20-micrograms-day-of-cartilage-derived-type-II-collagen-CII-showed-a-statis-5672446dc19542c48dafaa001da95f50?pvs=21), The study investigates the effects of orally administered cartilage-derived type II collagen (CII) on patients with rheumatoid arthritis (RA). The results show that the treatment was beneficial and safe for these patients, indicating an improvement in joint function (https://www.notion.so/The-study-investigates-the-effects-of-orally-administered-cartilage-derived-type-II-collagen-CII-o-4490a62564744002af4c0507d4f03fbb?pvs=21), Oral administration of 20 micrograms/day of cartilage-derived type II collagen (CII) showed a statistically significant increase in response rate in patients with rheumatoid arthritis (RA).  (https://www.notion.so/Oral-administration-of-20-micrograms-day-of-cartilage-derived-type-II-collagen-CII-showed-a-statis-770470381c3f4f209d5ada9d6216e032?pvs=21)",Untitled (https://www.notion.so/e3ef8753dbbb45eea5fb5049e1d9fcea?pvs=21),"The study investigates the effects of orally administered cartilage-derived type II collagen (CII) on patients with rheumatoid arthritis (RA). The results show that the treatment was beneficial and safe for these patients, indicating an improvement in joint function (https://www.notion.so/The-study-investigates-the-effects-of-orally-administered-cartilage-derived-type-II-collagen-CII-o-e7fd97c785b4454c9d41073358829c94?pvs=21), Oral administration of 20 micrograms/day of cartilage-derived type II collagen (CII) showed a statistically significant increase in response rate in patients with rheumatoid arthritis (RA).  (https://www.notion.so/Oral-administration-of-20-micrograms-day-of-cartilage-derived-type-II-collagen-CII-showed-a-statis-fda3a44501d142d9b05b1dd9d5569b98?pvs=21), Oral administration of 20 micrograms/day of cartilage-derived type II collagen (CII) showed a statistically significant increase in response rate in patients with rheumatoid arthritis (RA).  (https://www.notion.so/Oral-administration-of-20-micrograms-day-of-cartilage-derived-type-II-collagen-CII-showed-a-statis-46772b417e1d45b4aa1bfb6a382b6c60?pvs=21)",Both sexes,"Pain, Rheumatoid Arthritis Symptoms",0,1,0,0,0,1,0,Type-II Collagen,"The study tested the effect of taking different doses of a collagen (CII) on patients with rheumatoid arthritis. The best results were seen with the smallest dose, especially in patients who already had certain antibodies in their blood. No side effects were noted.",Double-blind,1-6 Months,https://pubmed.ncbi.nlm.nih.gov/9485087,1998,"✅,✅,✅",Type-II Collagen (https://www.notion.so/Type-II-Collagen-1d659c2aeec581f4ab83ca65ed5b4e45?pvs=21)
